token,tag
38235,NUM
97491,NUM
10680,NUM
+8801897016444,PHN
মালদিনি,PER
লাগবে,OBJ
দবিরউদ্দিন,PER
মিচেল,PER
সোলতানখাহ,LOC
নূতন শীলা হাসান,PER
ইরা,PER
সৃষ্টিকারী,OBJ
শ্রীমঙ্গল,ORG
পানাউল্লারচরে,LOC
জসীম,ORG
অস্ট্রেলিয়ায়,LOC
আসামের,LOC
৫১৪৭৮,NUM
আল্লাহডিনো,LOC
+8801494544407,PHN
কেল্টু,PER
কালুরঘাটের,LOC
১৫-৬-১৯২৫,TIME
দিয়েছিলেন,OBJ
চুনতি,LOC
বেড়াতে,OBJ
৪৭২১৪,NUM
আব্বসের,PER
ইউকাওয়া,PER
রত্নশ্রীমিত্র,OBJ
দরবেশপুর,LOC
ডাক্তারী,PER
কেইনেরই,PER
Aviation,ORG
আইতজাজ,PER
+৮৮০১৪১৬৭৫০১২৫,PHN
+৮৮০১৯৬৭৬৮৮২৭৮,PHN
2185,NUM
10610,NUM
চৌধুরী-শরৎচন্দ্র,PER
+৮৮০১৮৫৩৭৬৮১৪৯,PHN
+8801953613265,PHN
নোয়াখাইল্লা,LOC
26/01/1900,TIME
কালিকাপুর,LOC
লেফটেন্যান্ট,OBJ
28/02/1969,TIME
অবস্থাও,OBJ
পালাচ্ছে,OBJ
+8801611316637,PHN
খড়্‌গহস্ত,OBJ
+8801942146850,PHN
ইনিশিয়েটিভের,ORG
ওশেনিয়ার,LOC
72768,NUM
17/10/2043,TIME
১৮-১১-১৯৪০,TIME
নীরব,PER
ইয়েলোতে,ORG
খড়িয়া কাজিরচর,LOC
হাজিরপাড়া হামিদিয়া দাখিল মাদ্রাসা,ORG
ফেনী পৌরসভা জেলা,LOC
২০১৪,PER
গড়পাড়া আর্জুবানু,ORG
ওয়ারফেয়ার,OBJ
রিক্ত,OBJ
আফিজা খাতুন,PER
ইনস্টিটিউট অব ম্যাটেরিয়ালস,ORG
53814,NUM
সিমলা,PER
56571,NUM
উপকমিটির,ORG
+8801505915919,PHN
ফাঁসিদেওয়ায়,LOC
07/12/1919,TIME
70264,NUM
সুখছড়ি খাল,LOC
+8801717205399,PHN
৮১৩৭৯৭,NUM
সুর্য,OBJ
পুমা,ORG
সদস্যকে,OBJ
73986,NUM
শেষে,OBJ
পরিচালকরা,OBJ
22238,NUM
22:03:36,TIME
উত্তরবঙ্গের,LOC
ওয়ার্কার্স,ORG
ওয়াল্টনের,PER
20:18:08,TIME
+8801691443919,PHN
ইরি,OBJ
৭,NUM
সেন্টারব্যাক,PER
চান,OBJ
+8801304388748,PHN
সম্পাদক,OBJ
ও,OBJ
দহুক,LOC
জাতীয় পাবলিক লাইব্রেরি,ORG
41119,NUM
11368,NUM
মনে,OBJ
35994,NUM
23/06/2093,TIME
27/07/1982,TIME
স্বামীপক্ষ,PER
আরিস্ততলের,PER
ভোগড়া,LOC
ম্যাজিস্ট্রেটকে,PER
+৮৮০১৬৬৩৮১৯৭১৯,PHN
পাশর্,OBJ
দি আব্দুস সালাম,PER
হ্রথগারের,PER
হজ,PER
দুনিয়ায়,OBJ
11:58:59,TIME
কেএ,PER
আলেম চিন্তাবিদদের,PER
করলে—,OBJ
+8801647137994,PHN
গদখালি,LOC
উদীচীর,ORG
ক্রিস্টিয়া,PER
05:29:23,TIME
ওয়াজিউল,PER
+8801869745484,PHN
৭,NUM
পড়ল,OBJ
ডোনার সানি,PER
44974,NUM
টিটান,PER
গৌরিফান্টায়,LOC
জলসুখা,LOC
উশাকগিলকে,PER
00:35:56,TIME
পেনাইল,OBJ
জার্মানিপূর্ব,LOC
যুক্তিবিদ্যা,PER
মঞ্চে,OBJ
শক্তিশালি,OBJ
শিবপুরের,LOC
স্থাপনা,LOC
Pentapotamia,LOC
ওয়াসিউর,PER
03:05:38,TIME
ফিলিপিন্সের,LOC
নরথর্প কলাম্বিয়া বিশ্ববিদ্যালয়,ORG
08/01/1947,TIME
মনিষী,PER
প্রিয়াঙ্কা,PER
টিটো,PER
পাবলো পিয়েত্রোবেলি,PER
ইবনে ওয়ার্দ ইবনে,PER
পিং,LOC
+৮৮০১৬১৪৬০৯৬৯২,PHN
বড়ই,OBJ
বাজানোর,OBJ
গ্রানাডা ওয়েস্ট ইন্ডিজ,LOC
+8801377047403,PHN
মেরিনের,PER
কবিসুর্যনগর,LOC
রামফোর্ডের ফটোমিটার,OBJ
সেতু,ORG
অ্যাওয়ার্ড,OBJ
এলাকায়ও,LOC
দাউদ,ORG
কর্মক্ষমতার,OBJ
অভিভাবকও,PER
শুভগাছা,LOC
ম্যাজিস্ট্রেটরা,PER
মিশুক,PER
ডুয়ার্স,LOC
২৪-৭-১৯৬৯,TIME
+৮৮০১৩৫৩৩২৮৬২৯,PHN
+8801744594974,PHN
75163,NUM
13:03:30,TIME
গুপ্তি (পূর্ব),LOC
১১/৯/১৯৩৫,TIME
এলইডি স্ক্রিন,OBJ
মেথোদিউসের,LOC
এম শামসুজ্জামানও,PER
মালখানগর,LOC
+৮৮০১৬৮৮২৮৭৯৫৬,PHN
05:54:25,TIME
পরিচর্যা,OBJ
চন্দ্রকেতুর,PER
+8801509283743,PHN
ডিঙি,OBJ
জোরা,PER
বড়ইতলী সরকারি প্রাথমিক বিদ্যালয়,ORG
ইউরোতে,LOC
৮৪,NUM
টাকাতে,OBJ
92026,NUM
ভুট্টোকে,PER
হোসাইনি,LOC
রাখাইনের,PER
ব্যাংকটিতে,ORG
৫২,NUM
ক্যান্ট পাবলিক স্কুল,ORG
সামা,PER
চাক দে,PER
মায়া,PER
২৩-৬-২০০৫,TIME
17:57:58,TIME
মানুষটা,OBJ
পিরামিড,OBJ
২৫৫০,NUM
ক্যামেরাটির,OBJ
মৈনাক,PER
নয়াপল্টন,LOC
সাহেববাজার,LOC
+8801486982557,PHN
জওয়ানদের,PER
+8801834028111,PHN
৫৬২৮৬৯,NUM
পূর্তিতে,OBJ
ও,LOC
04/06/1953,TIME
ম্যাবেল,PER
ফাইন্যান্সিং,ORG
নীতির,OBJ
এলাহী,PER
+8801590000868,PHN
দিলিপ,PER
বন্দরে,LOC
বিশ্বসম্প্রদায়ের,OBJ
ইউনিভার্সিটি কলেজ হাসপাতালে,ORG
গিরি,OBJ
নগরীর,LOC
৩১-১০-১৮৭৫,TIME
৪৯৫৪৯৩৯৭,NUM
67116,NUM
স্কয়ারে,LOC
ডেপোর্তিভো,PER
গ্রামবাংলার,OBJ
খসরুজ্জামান চৌধুরী,PER
প্রধানের,OBJ
বাদীর,PER
মর্মে,OBJ
18/09/2035,TIME
ভঙ্গের,OBJ
46296,NUM
কিবলি মসজিদ,OBJ
27/09/2019,TIME
আমেনার,PER
হাভাতে,OBJ
খাইরুল,PER
04:10:40,TIME
জড়িত,OBJ
গ্রিকদের,PER
16/12/2063,TIME
যুক্তিরও,OBJ
ফিফার,PER
মুহম্মদ সিদ্দিক খান,PER
+৮৮০১৮৬০০৮২৮৩৭,PHN
72467,NUM
গোপীগণের,PER
+8801542490995,PHN
৪১৩৩৯৯১৪৯,NUM
চিনত,OBJ
জ্বলছেই,OBJ
যন্ত্রপাতি,OBJ
02/04/2093,TIME
65657,NUM
৭৫৬,NUM
ভিয়ুক,LOC
২১৯৬১৭,NUM
২৭/১/১৮৫৮,TIME
76838,NUM
মাইজখাপন,LOC
একাডেমীতে,ORG
৯৪২২৮৫৭,NUM
সসহকর্মী,PER
কবির-এর,PER
৯১৮২৪৯৯৮৪,NUM
10:06:24,TIME
অ্যান্ড রিসার্চ লাইব্রেরি,ORG
আইনমন্ত্রী,PER
গট্টি,LOC
23:49:29,TIME
+৮৮০১৬১৯০৫২৪৭৩,PHN
বাঞ্চিতা,PER
+৮৮০১৭৭১৮১১৪৩৩,PHN
রাজনৈতিক,OBJ
+8801605839714,PHN
+8801549379170,PHN
+৮৮০১৪০১০৪৯০৫৪,PHN
আকাশের,PER
মহল্লার,OBJ
36532,NUM
মানে,LOC
নেয়,OBJ
স্পেনের,LOC
00:40:02,TIME
কালচার,OBJ
01/02/1957,TIME
‪‎মুরালিধরন‬,PER
লাহোর,ORG
বিকৃত,OBJ
পাঁচুড়িয়া,LOC
সারাদেশ,OBJ
পলাশিপাড়া,LOC
03/11/2044,TIME
জিতেছেন,OBJ
ওয়াহের,PER
আকরিকের,OBJ
+8801478173411,PHN
কবি নিকোলাই গুমিল্‌ইয়োভ,PER
পেয়ারার,OBJ
07:51:32,TIME
নিশ্চিহ্ন,OBJ
৮/৮/১৮৭২,TIME
১৭/৭/২০৬৫,TIME
শিরীষ,OBJ
মোসকভিচ,OBJ
ভি স্কুলে,ORG
দক্ষিণে লোহাগাড়া উপজেলার,LOC
৮-১২-১৮৭৫,TIME
ওকালাহোমা,LOC
শীর্ষস্থানীয়,OBJ
76247,NUM
+৮৮০১৩০৬৫২৫৭৬৫,PHN
মালাগার,ORG
03/12/1905,TIME
95765,NUM
মসজিদপাড়া দাখিল মাদ্রাসা,ORG
২২৮,NUM
12:21:35,TIME
জুয়াড়ি,OBJ
করাবেন,OBJ
বাক্যবন্ধটির,OBJ
৩৫৫৪২৮৫৪৭,NUM
কোনাখালী,LOC
04/09/1961,TIME
ইয়াঙ্গুন,LOC
মধুবনী,LOC
+8801523311345,PHN
এমনটাই,PER
পাহাড়ি,PER
19/09/2029,TIME
নেটওয়ার্কের,ORG
ক্রীড়ার,LOC
বহুসংখ্যক,OBJ
সম্মুখ,OBJ
কাজাখস্তানকে,LOC
১২৯৪২৮,NUM
00:27:45,TIME
16/08/2097,TIME
65907,NUM
এস্তোনিয়াতেও,LOC
পূর্ব সুন্দরবন দক্ষিণ,LOC
স্থলভাগের,LOC
98767,NUM
মদাপুর ইউনিয়ন,LOC
01:13:17,TIME
২৯/৮/১৭৯৯,TIME
মেয়েটির,OBJ
15800,NUM
‌‌-সুহ্মদেশ,PER
৩,NUM
সরাফ,PER
+৮৮০১৬৮০৫৮১৯৩৬,PHN
+৮৮০১৭৪৬৮৪৭২৪১,PHN
৯৬৫,NUM
ফিচারঃ,OBJ
২৬৭টি,OBJ
৭৯৮৭৪,NUM
74234,NUM
৪৭১৫৩১২১৮,NUM
ফেয়ারক্লথ,PER
১৩,NUM
শিবিরসহ,ORG
ঘোটকে,OBJ
রাজবলহাটে,LOC
পিআরআই,ORG
রণবীরকে,PER
+৮৮০১৫৭৪১১৭৩৪১,PHN
উখিয়াতে,LOC
নিজে,OBJ
বন্ধু,PER
8772,NUM
২৭-৯-১৯০৬,TIME
বারী সাহেব,PER
+৮৮০১৬৬৪০৬১৯৭২,PHN
দাইয়ান,PER
02:35:04,TIME
সমুহ স্বাস্থ্য অধিদপ্তর,ORG
ফিরলে,OBJ
76776,NUM
ইসমাইল খানের,PER
২/১০/১৯৩০,TIME
থাকবেই,OBJ
বক্সী,PER
ব্যাটারীর,OBJ
জাতীয় মুক্তি ফ্রন্ট,ORG
রেকর্ডও,OBJ
+8801409083437,PHN
21332,NUM
+8801453794304,PHN
58172,NUM
17:38:12,TIME
১০/৯/১৮৩১,TIME
উত্তর বড়দল,LOC
নারায়ণ,PER
৮/১০/২০৭১,TIME
উপায়গুলি,OBJ
গ্র্যান্ড আয়াতুল্লাহ,PER
পার্বতীপুর,LOC
আফ্রিদিরই,PER
+৮৮০১৯৭৭৬২৯১৪০,PHN
মিনিকেট,OBJ
করণীয়,OBJ
সম্মত,OBJ
+8801412933212,PHN
গিয়েছিল,OBJ
এরুলিয়া,LOC
+8801550475246,PHN
ঠসা,PER
আরামকোর,ORG
06/12/2023,TIME
অস্তমিত,OBJ
হার্ডকোর,ORG
ডিপার্টমেন্টের,OBJ
ঘটনাপ্রবাহকে,OBJ
পানপট্টি,LOC
৫/৯/১৮২৭,TIME
নিবাস,PER
16:35:09,TIME
নামেননি,OBJ
77529,NUM
১১-১১-১৯৫৫,TIME
৮৪৬৪৩৬৫৫,NUM
বসরার,LOC
সোডিয়াম,OBJ
হামলাকারী,PER
ওল্ড ক্যাডেটস,ORG
সুমিত্র,PER
78508,NUM
কালিয়া,LOC
85551,NUM
জিওসি মেজর,PER
রাষ্ট্রকুট,ORG
অপরজনও,OBJ
মক্কা নগরের,LOC
কর্মচারীরাও,OBJ
পেএসজে,ORG
29/01/1943,TIME
নাড়িছেঁড়া,OBJ
চিত্র,PER
73412,NUM
সত্যই,OBJ
গুজরাটের রাজ্যের,LOC
লক্ষ্য,OBJ
সুরেশ্বরঘাট,LOC
রেফারিরই,PER
মহল,PER
কুররা,PER
ডিকাব,ORG
6579,NUM
মানুষ’,PER
পুরকৌশল,ORG
20:13:51,TIME
চিয়াং,ORG
ভোক্তার,PER
মোউরা,PER
কমনওয়েলথভূক্ত,ORG
ব্রেকথ্রু,OBJ
পদ্মবিলা,LOC
শিক্ষা সাহরাইল উচ্চ বিদ্যালয়,ORG
গ্রিফিন্ডরের,PER
সিদ্ধ,OBJ
৫,NUM
৬-৪-১৮৪৬,TIME
77878,NUM
19:38:07,TIME
নমনীয়,OBJ
ইন্সটিটিউট,ORG
কুল,LOC
ক্লাবে,ORG
টেম্পু,OBJ
ত্রিমোহনী বি ডি ইসলামিয়া,ORG
শাদ,PER
জাকির,PER
বাঘের,OBJ
+8801941837663,PHN
51342,NUM
+৮৮০১৪০৪৮২২২৮২,PHN
বাটলারের,PER
3738,NUM
+৮৮০১৪৭২০৪৩৬০০,PHN
সৃষ্টিকর্তা,OBJ
২৭১৪৪৩১৯,NUM
বাখরাবাদ,LOC
কর্মস্থলে,ORG
রোগের,OBJ
+8801728503857,PHN
প্রধান কমিশনার,PER
ওড়িষা,LOC
রোগে,OBJ
মান্দী,LOC
আর্নেস্ট ওয়াকারের,PER
ন্যালসন,PER
চুড়ান্ত,OBJ
দোলাচল,OBJ
ইয়াসমিনকে,PER
সানজারির,PER
তেলখোলা,LOC
টটেনহাম,ORG
শ্রীমঙ্গলের খাসগাওয়ের,LOC
মাস্টার,OBJ
১৫৮,NUM
বলি,OBJ
কুমিল্লা সেনানিবাস দক্ষিণে,ORG
22:19:47,TIME
সংয়ের,OBJ
25727,NUM
চালককে,OBJ
ফাওজান আল ফাওজান,PER
উইন্ডিজের,PER
অ্যামন্যাসটি,ORG
ওয়েস্টমিন্‌স্টারে,LOC
14/08/2036,TIME
68679,NUM
মুন্নাত আউর,PER
১৭/৯/১৮৬১,TIME
বেলকুচিতে,LOC
১৭-৭-২০১১,TIME
+8801365254811,PHN
+8801698345573,PHN
আবেদিনের,PER
উড়তেও,OBJ
রাজার,LOC
ইউজিসির,LOC
বিযুক্ত,OBJ
মহাযান নিকায়ের,LOC
রাঘবদাইড়,LOC
জোড়াসাঁকো,LOC
বিষ্ণপুর,LOC
গিয়াসুদ্দিন মামুদ শাহ,PER
হারানোর,OBJ
99377,NUM
+8801641895504,PHN
05/05/1991,TIME
রাজকুমারী ইরাবতী,LOC
হরিশপুর,LOC
সৌদির,LOC
জেবুন,PER
সমুদ্রগামী,LOC
28/07/2060,TIME
নওয়াব আলীবর্দি খাঁর,PER
ভিয়েতনামি,LOC
02:55:48,TIME
যোগী,PER
৪৯৫৫৯৮২৬৯,NUM
গার্লস,ORG
+8801739214722,PHN
20774,NUM
৮৯৯৬১,NUM
১৯৮টি,OBJ
গোয়ালপাড়া,LOC
প্রটোকলে,OBJ
+8801951803514,PHN
7758,NUM
বুথের,OBJ
রজনীকে,PER
02/06/1942,TIME
দৈনিকে,ORG
07:31:50,TIME
অ্যাবট,PER
তাহেরপুরে,LOC
ম্যাচসেরার,PER
৯/৭/১৮৫৫,TIME
৩য়,LOC
ইস্তানবুলে,LOC
23:25:01,TIME
সুরেশ্বর,LOC
15:46:07,TIME
বাদনাওয়ার,LOC
বেলে পাথরের,OBJ
বন্ধুদেরকেও,PER
কেজি,OBJ
ভার্দ,PER
২/১/২০৫২,TIME
শক্তিমান,PER
বেল্ট,OBJ
প্রশাসন,ORG
জিশানের,PER
+৮৮০১৮৪০৮৫৪৩৮০,PHN
+8801594622160,PHN
5167,NUM
+8801841650608,PHN
+8801510183050,PHN
পশ্চিম দেওয়া,LOC
বিজড়া,LOC
ইন্টারমিডিয়েট,ORG
১৯০২ঘণ্টা,TIME
নৌকাগুলো,OBJ
+8801516248232,PHN
নিউলন,PER
বিসিবির,ORG
গাড়িও,OBJ
পোক্ত,OBJ
1961,NUM
মনোহর,PER
সুগন্ধি,OBJ
+8801858068580,PHN
৭৫৯১২৯৪৪,NUM
ওপেনিংয়ে,OBJ
আনোয়ার হোজার,PER
কানন,PER
17:54:48,TIME
জানুয়ারিতে,TIME
12:28:21,TIME
11/08/1940,TIME
অ্যাডেলস্টেইন,PER
বাছির,PER
চাকিরপশার,LOC
সেন্ট স্টিথিয়ান্স বয়েজ কলেজে,ORG
রোববার,TIME
বিআইডব্লিইটিএ,ORG
ইলেক্ট্রনিক ইঞ্জিনিয়ারিং বিভাগ,ORG
ঘরের,OBJ
১৬-১-১৯৮৬,TIME
১২/২/১৮৪২,TIME
ভুলতা,LOC
+8801732725377,PHN
21:40:24,TIME
অর্থকড়ি,OBJ
ড রাসেল,PER
শশীলজ,LOC
কমার্সের,OBJ
কাপুরুষোচিত,OBJ
পারি,ORG
30865,NUM
শাবতাই,PER
কলুজান এলাকায়,LOC
মহিলার,OBJ
চারে,OBJ
+8801958918043,PHN
বাপ,PER
পুরুষদেরও,OBJ
গ্লাস,OBJ
মিতু,PER
শিশুসুলভ,PER
06:24:43,TIME
শলমা,OBJ
ইউনিভার্সিটি অব টরন্টোতে,ORG
কলকাতার মোহনবাগান ক্লাবে,ORG
দীনেন্দ্রকুমার,PER
জেরোলামো,PER
আন্তর্জাতিক স্কুল,ORG
+৮৮০১৫৬১০৪৭৮৯৭,PHN
২৫-৭-১৮২৬,TIME
৩-১০-১৮১৯,TIME
উপায়গুলো,OBJ
কেস ওয়েস্টার্ন রিজার্ভ বিশ্ববিদ্যালয়,ORG
সেনেকা,PER
প্রকৌশলী,OBJ
হলিন্স বিশ্ববিদ্যালয়,ORG
বস্তায়,OBJ
শাহনিয়াজ,PER
সার্কেলই,OBJ
গিয়েই,OBJ
কেথ,PER
জনগোষ্ঠী সম্প্রদায়,ORG
রিনা,PER
মাল কলেজ,ORG
নীল তুর্ক,LOC
+8801376574698,PHN
+৮৮০১৪৮০৫২৩১৮৬,PHN
কোতয়ালি,LOC
কষতে,OBJ
ক্লাব,LOC
আহম্মদাবাদ,LOC
তাৎক্ষণিকভাবে,OBJ
আমতলীর,LOC
+8801701887254,PHN
ক্রোতোনে,LOC
19:59:06,TIME
ফ্রিল্যান্ডের,PER
পোল্ডারের,LOC
৪০পিস,OBJ
৬৭৯৯,NUM
+৮৮০১৪৪১৯১৫৭২০,PHN
জোতবানী,LOC
চিত্রায়,OBJ
+8801814241301,PHN
মোকাররমাকে,PER
+8801438784398,PHN
ভাতখন্ডে,PER
00:02:51,TIME
তাঁবুর,OBJ
বব ডিলন খ্রিস্টান,PER
গনেমপুর,LOC
বোলিংয়েও,OBJ
62695,NUM
প্যাকার্ড,ORG
20:39:16,TIME
৫৫১,NUM
ছাড়াও,LOC
ডিগ্রিধারীরা,PER
পুরাতন স্টেডিয়াম,LOC
এজি,PER
+৮৮০১৮৯৪০৫১৮৬১,PHN
পূর্ব ফ্রাইজলান্ড্‌ অঞ্চলের,LOC
মিশরবিদ,PER
৫২৮৭৭,NUM
সিনহুয়ার,ORG
ফর্ম্যাটে,OBJ
গাগলাজুর,LOC
প্রসূতি,PER
বিশ্লেষকেরা,OBJ
তালড্যাংড়া,LOC
তারেই,OBJ
সজিবকে,PER
মনির,PER
৭৩৪,NUM
৩০-১০-১৮০০,TIME
কাজকে,OBJ
দিয়েও,OBJ
আমীর-উল,PER
+৮৮০১৭৩৬৪১৭২২০,PHN
শাহাদাত,PER
লতা,LOC
+8801831721214,PHN
ম্যাকেভ,ORG
+8801769040189,PHN
থিলান থুসারা মিরান্ডো,PER
বড়রা,OBJ
৫-১-১৮০৬,TIME
সিদাদ,PER
কামিজের,OBJ
সিস্তান অঞ্চলে,LOC
৭১২২৯১৮৮,NUM
৫৯৮,NUM
নাতনা,LOC
জয়,OBJ
ফ্রেন্ড’,PER
ক্ষুধিত,OBJ
01/04/1976,TIME
ঘানিগাছ,OBJ
+8801541609620,PHN
এডক্সেলের,ORG
১১/৯/২০৭৬,TIME
পুরুষশূন্য,PER
বিশ্বেই,LOC
24/06/2033,TIME
80449,NUM
স্বীকার,OBJ
সুযোগ,OBJ
লিকার্ট স্কেল,OBJ
খাদ্য,OBJ
৯৩৮৬৩২,NUM
অঞ্চলগুলোতে,LOC
কুমকুম,PER
ম্যাগাজিন ডেভিড এডেলস্টাইন,ORG
পারমিট,OBJ
ঢাকাগামী,LOC
কালী,OBJ
১৪-৯-১৯১৫,TIME
ভিপি,PER
99570,NUM
কলসপাড়,LOC
+8801723293217,PHN
07:18:40,TIME
হিয়েরো,PER
09:03:58,TIME
01/08/1959,TIME
২১৪৩৫,NUM
৯/৩/২০৪৪,TIME
ম্যাশেরানোর,PER
28865,NUM
আইরিশ ফিল্ম ইনস্টিটিউট,ORG
৭২৫৪৪৭১২৭,NUM
09/04/2080,TIME
+8801897727148,PHN
1821,NUM
20:36:50,TIME
65302,NUM
গুরুকে,OBJ
+৮৮০১৫১৫৬১১৫৩১,PHN
+৮৮০১৮৪৬৬৭৬৮০৪,PHN
ডঃ সিংহ,PER
বিশেষভাবে,OBJ
আত্মীয়স্বজন,OBJ
৮২৬৫২,NUM
৬৮২৯৪৯৩,NUM
দুর্নীতির,OBJ
01/06/1910,TIME
জটায়ু,PER
মহসীন,PER
২৩/৩/১৮২১,TIME
তাজিন,PER
স্টোনম্যান ডগলাস হাইস্কুলে,ORG
+8801362598350,PHN
বাড়ে,OBJ
09/03/2053,TIME
একজোট,OBJ
৮৪৫,NUM
আকিব,PER
মিলান শহরে,LOC
ডেস্কটপ,OBJ
বিল্ডিং,ORG
পরিলক্ষিত,OBJ
বাহিনী,OBJ
৫২,NUM
মিয়ানমারফেরত,LOC
জলপাইগুড়ি,ORG
রুবাইয়াতুল,PER
ওড়িশার ময়ুরভঞ্জ জেলা,LOC
৫৭৩৪৫৩৮৫৬,NUM
নৃশংস,OBJ
66483,NUM
রাশিয়া,ORG
তিশার,PER
পেশাদারি লীগ,ORG
রায়হান,PER
23:03:32,TIME
উত্তরে উত্তরেশ্বর,LOC
কাহিনিচিত্রে,OBJ
২৪-৪-১৮০৭,TIME
উত্তরে তালা উপজেলা,LOC
কিডম্যান,PER
8033,NUM
লতিফা,PER
স্থায়ী,ORG
+8801474854695,PHN
প্রতিষ্ঠানগুলো,OBJ
ব্রঙ্কোডাইলেটর,OBJ
চালবাজি,OBJ
স্থানীয়,LOC
লঙ্কেশের,PER
লতীফ ইনস্টিটিউশনের,PER
৬১,NUM
ম্যাকেঞ্জি,PER
গেটস,PER
বয়সীরা,PER
+৮৮০১৮০৬৮৫৩৮৬৩,PHN
গুলশানের,LOC
রজঃনিবৃত্তি,OBJ
চুঁচুড়া,LOC
ঘিসিঙের,PER
মেয়রপ্রার্থী,PER
নলধা-মৌভোগ,LOC
১২-১-১৯১২,TIME
এজেন্ডাকে,PER
৯২৮৪৫৩,NUM
সদস্যপদে,OBJ
জিয়ারুল,PER
রাইন্নাছড়া,LOC
Deccan,LOC
টেলিভিশনে,ORG
দাসেরহাটি,LOC
কুমানকে,PER
বাচ্চুসহ,PER
সবুজে,OBJ
বার্নলেতে,ORG
ম্যাট্টিও,PER
+8801439551057,PHN
আয়া,PER
কাশী,LOC
আখতারুজ্জামানও,PER
বার্বাডোজের,LOC
সতী,PER
7010,NUM
আসানসোল মহকুমার,LOC
৩৮৪৯৫৮৫৬৭,NUM
+৮৮০১৮৯০৭৮৮৫৯৩,PHN
78252,NUM
পিআরপি,PER
হাড়কে,OBJ
শকুন্তলা,PER
22728,NUM
হরিয়ান,LOC
ভুইয়ার,PER
৬,NUM
ভাবিকে,OBJ
পু-বর্ধন,LOC
আসনে,LOC
বিশ্ববিদ্যালয়গুলোতে,OBJ
২৮/১২/১৮১২,TIME
21:49:16,TIME
মজুপুর,LOC
বুড়িঘাট,LOC
আর্মি,ORG
আল ট্রিলোর,ORG
২৪৮৯৭৩,NUM
6953,NUM
দৈনিক সংবাদ পত্রিকার,ORG
সেঞ্জাংগাখোনা,PER
থারুর,PER
১১৪৪,NUM
৩,NUM
ব্রিগেডিয়ার,PER
বাসিন্দরাই,OBJ
+8801728714509,PHN
২৩/১২/১৯১৯,TIME
29/07/1996,TIME
লালমনিরহাট সদর,LOC
মাইজদী,LOC
ঘরোয়া,OBJ
সুপ্রিমকোর্টের,OBJ
আর্মারো,PER
সহায়িকা,PER
১৫/৯/২০৬৭,TIME
মাইজপাড়া,LOC
ব্রিটিশ এয়ারওয়েজ কম্বোডিয়া,ORG
গ্রাফিকাল,ORG
বার্টস,ORG
9136,NUM
+8801763161605,PHN
57163,NUM
তোরা,OBJ
অর্জনের,OBJ
তানজানিয়ার,LOC
পুষ্টিমান,OBJ
06:08:18,TIME
কোটরা,LOC
অসিতকুমার,PER
২১০২,TIME
+৮৮০১৭৫৫৪৩৫০৫২,PHN
+8801774876066,PHN
তথ্যদাতা,OBJ
+8801501750843,PHN
শামশুল,PER
রির্পোট,OBJ
উদ্বেগ,OBJ
জাহাজীকরণ,OBJ
পলিপ্রয়াগপুর,LOC
+৮৮০১৩৯১০৩২২৪৩,PHN
মোমান্দ দারা জেলায়,LOC
নুগ্যুয়ান হু,PER
+8801709133303,PHN
+8801688457582,PHN
নারীও,PER
রাহোর,PER
+৮৮০১৯০৫১৭৩৭৬৮,PHN
+৮৮০১৬৯৮৯৮৭০৯০,PHN
মম,PER
প্যাট্রোল,OBJ
চিল্ডেনস ডেভলেপমেন্ট সেন্টার,ORG
8796,NUM
ভোমরাদহ,LOC
+8801401414118,PHN
১৬/১/১৯৯৪,TIME
অধ্যাপককে,ORG
+8801452399927,PHN
সাহেববাজারের,LOC
দেবগ্রাম,LOC
১৫-১২-২০৮১,TIME
মালিথা,PER
মাওলানা,PER
নয়টায়,TIME
২১-৯-১৮৭০,TIME
+৮৮০১৬৩১৪৫৩০৮০,PHN
অঙ্গীকারও,OBJ
ভিয়াৎকিন,PER
১৫-৩-২০৫৬,TIME
প্যারাডাইস,ORG
+8801902036309,PHN
৩-২-২০০১,TIME
ব্যাবসায়ী,PER
৯৩৩১৭৭৬,NUM
বনানী,LOC
মোহনবাঁশি,PER
তিমাহ,LOC
মানোএল,PER
পূর্ব জার্মানিকে,LOC
+৮৮০১৮৭৭৩৩৯৯২১,PHN
নিগেল,PER
00:09:02,TIME
সুকর্ণ সুহার্তোকে,PER
+৮৮০১৯১৬৬৫৯৯১৬,PHN
সাবেক্ষ্যং,LOC
মাঝিহট্ট,LOC
63423,NUM
ভগীরথপুর,LOC
দেশাই,PER
রুপসা (উত্তর),LOC
+৮৮০১৫৯৮৪৯৩২২২,PHN
+8801323189487,PHN
17/08/1964,TIME
জ্বলজ্বল,OBJ
ঊর্ধ্বে,OBJ
রয়েল,ORG
12/02/2035,TIME
সিকিউরিটি,PER
মন্ত্রীকে,OBJ
মহাবিদ্যালয়গুলিতে,ORG
জলাবেড়িয়া-২,LOC
বাজার,ORG
ফোরাম ডক্টর স,PER
+8801886043890,PHN
আইডির,OBJ
11:52:51,TIME
15673,NUM
নেফেরতিতি,PER
শিক্ষকরাও,PER
৩/১২/১৮৬৪,TIME
+৮৮০১৮৭৬৩৯১৮৭৯,PHN
দুরূহ,OBJ
যেটি,OBJ
ভিডিওটি,OBJ
+8801981339726,PHN
তিনদিনব্যাপী,TIME
সোনাগাজী উচ্চ মাধ্যমিক,ORG
প্রকাশ্যে,OBJ
08:45:47,TIME
